voyage_id,vessel_name,vessel_type,departure_port,departure_lat,departure_lon,arrival_port,arrival_lat,arrival_lon,departure_at,arrival_at,distance_nm,avg_speed_knots,heavy_fuel_oil_cons,cargo_qty_mt,is_ballast,is_anomaly,anomaly_type
119,CAPE Navigator,Bulk,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-22 05:13:36.576096,2026-02-03 00:32:45.747367,4615.27,16.29,486.47,0.0,True,False,
933,MSC Explorer,Container,Singapore,103.854,1.2644,Rotterdam,4.4777,51.9244,2025-12-27 05:13:53.125183,2026-01-07 15:34:08.168577,5689.76,20.74,866.83,4936.4,False,True,lat_lon_swap
674,CAPE Spirit,Bulk,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-04 00:03:26.186552,2026-01-11 20:50:18.148274,3156.42,16.72,237.84,0.0,True,False,
350,MSC Star,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-09 15:50:47.744523,2026-01-18 01:04:33.251280,4765.11,23.68,638.33,0.0,True,False,
407,VLCC Ocean,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2025-12-21 18:24:55.062383,2026-01-04 11:40:02.439432,4820.25,14.64,886.43,0.0,True,False,
422,MSC Spirit,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-23 11:10:18.733744,2026-02-02 02:58:42.601147,4615.27,19.91,906.1,17175.64,False,False,
590,CAPE Horizon,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2025-12-18 09:38:15.788440,2026-01-01 04:14:40.973625,4820.25,14.58,748.07,34308.73,False,False,
22,MSC Ocean,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-27 13:37:49.623619,2026-02-05 01:23:42.471301,4615.27,22.65,982.87,0.0,True,False,
260,CAPE Pride,Bulk,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-02-10 16:12:11.615519,2026-02-26 08:49:34.710916,5645.58,14.99,453.7,100177.3,False,False,
457,MSC Wave,Container,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-31 15:04:53.139396,2026-02-06 13:54:21.103197,3156.42,22.1,329.26,0.0,True,False,
121,MSC Glory,Container,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-31 10:19:30.987590,2026-02-12 14:59:38.452598,5645.58,19.29,1141.44,4365.56,False,False,
409,VLCC Glory,Tanker,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-23 15:44:40.396290,2026-02-02 01:50:56.900588,3156.42,13.96,386.83,281855.34,False,False,
737,CAPE Victory,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-15 04:23:41.558558,2026-01-27 15:47:21.434334,4820.25,16.1,673.33,99136.23,False,False,
559,MSC Wave,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-02-01 15:18:16.635535,2026-02-11 11:22:47.326072,4615.27,19.55,944.02,8203.04,False,False,
507,VLCC Sea,Tanker,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2025-12-24 19:43:01.141803,2026-01-07 20:06:24.931890,4615.27,13.72,561.02,0.0,True,False,
313,VLCC Express,Tanker,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2025-12-31 15:37:57.168132,2026-01-19 11:12:02.882418,5689.76,12.6,780.13,0.0,True,False,
523,VLCC Sea,Tanker,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-24 16:31:01.979407,2026-02-09 06:50:36.716249,5689.76,15.2,623.99,72708.06,False,False,
615,CAPE Pride,Bulk,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-17 12:50:14.291060,2026-01-26 21:48:49.615365,3156.42,14.03,354.52,0.0,True,False,
580,VLCC Navigator,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-29 12:59:14.894958,2026-02-16 07:42:47.139856,5645.58,13.23,1159.88,81472.63,False,False,
511,CAPE Sea,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2025-12-29 09:06:01.913352,2026-01-16 02:17:12.358696,6301.26,14.82,452.17,0.0,True,False,
452,VLCC Pride,Tanker,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-30 07:10:24.812155,2026-02-07 14:41:39.906972,3156.42,15.82,607.76,0.0,True,False,
629,VLCC Victory,Tanker,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-14 17:33:20.476111,2026-01-27 06:01:44.382361,4615.27,15.36,938.99,0.0,True,False,
603,VLCC Wave,Tanker,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-14 23:51:42.558064,2026-02-05 08:34:34.405094,6301.26,12.29,1285.47,200394.26,False,False,
542,VLCC Sea,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-12 13:30:27.487409,2026-03-01 03:13:04.913152,4820.25,12.12,710.64,147968.85,False,False,
331,MSC Pride,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-03 07:47:19.457122,2026-02-13 08:40:50.851425,4820.25,20.01,1065.94,3074.11,False,False,
742,CAPE Atlantic,Bulk,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-02-06 03:26:43.361372,2026-02-15 07:24:17.856146,3156.42,14.35,611.89,52366.19,False,False,
104,CAPE Express,Bulk,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-17 21:32:49.192839,2026-01-26 05:34:25.010329,3156.42,15.78,422.16,0.0,True,False,
84,VLCC Pacific,Tanker,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-02-08 13:10:28.828595,2026-02-24 17:33:15.108458,5689.76,14.65,489.57,71006.05,False,False,
930,CAPE Explorer,Bulk,Shanghai,121.4737,31.2304,Los Angeles,-118.2725,33.7405,2025-12-22 02:06:06.419868,2026-01-05 12:52:54.773676,5645.58,16.28,362.25,115369.41,False,True,lat_lon_swap
27,VLCC Wave,Tanker,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2025-12-22 05:51:49.452083,2026-01-05 13:31:02.988941,4615.27,13.43,630.7,0.0,True,False,
315,VLCC Sea,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-01 11:40:37.597862,2026-02-15 06:44:17.652807,4820.25,14.56,892.45,168394.73,False,False,
45,CAPE Pacific,Bulk,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2025-12-21 11:12:36.608372,2026-01-07 17:06:32.385498,5645.58,13.64,1152.65,0.0,True,False,
852,CAPE Explorer,Bulk,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2025-12-18 20:00:15.933558,2026-01-01 21:16:31.155846,5689.76,49.76,615.51,0.0,True,True,excessive_speed
373,MSC Express,Container,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-30 04:43:04.203520,2026-02-10 17:35:30.480892,5689.76,20.55,594.97,7298.84,False,False,
804,VLCC Sea,Tanker,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-02-14 14:43:44.695461,2026-02-25 08:49:02.602248,3156.42,12.23,474.34,0.0,True,False,
167,CAPE Pride,Bulk,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2025-12-30 23:02:11.024569,2026-01-08 10:16:58.854575,3156.42,15.53,382.61,0.0,True,False,
746,MSC Sea,Container,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-02-11 09:23:18.309096,2026-02-21 13:22:28.909439,5689.76,23.32,967.88,7574.51,False,False,
476,CAPE Fortune,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-02-08 23:16:37.671715,2026-02-25 21:01:28.978862,6301.26,15.53,1131.72,0.0,True,False,
995,VLCC Ocean,Tanker,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-02-11 18:30:02.587575,2026-02-20 12:05:25.296738,3156.42,15.06,-512.42,0.0,True,True,negative_values
218,CAPE Pride,Bulk,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-28 18:49:03.499136,2026-02-10 05:09:15.910254,4615.27,15.47,511.12,35374.31,False,False,
790,MSC Spirit,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-08 16:40:24.892673,2026-01-18 00:33:31.887564,4820.25,21.53,586.89,0.0,True,False,
656,VLCC Pride,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-09 17:19:42.380634,2026-01-23 04:24:05.383315,4820.25,14.92,716.96,0.0,True,False,
866,CAPE Ocean,Bulk,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-02-02 10:45:22.723401,2026-02-10 22:39:33.886192,3156.42,47.62,347.12,0.0,True,True,excessive_speed
353,MSC Spirit,Container,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-02-11 00:48:40.335443,2026-02-21 18:00:46.895807,5645.58,21.95,556.16,0.0,True,False,
55,MSC Explorer,Container,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-24 13:28:50.437118,2026-01-31 03:46:35.632705,3156.42,19.94,569.31,14248.3,False,False,
272,VLCC Atlantic,Tanker,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-03 15:24:54.451405,2026-01-19 02:07:10.355019,4615.27,12.45,770.64,277214.96,False,False,
156,VLCC Navigator,Tanker,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2025-12-30 03:52:25.995172,2026-01-14 06:59:42.187147,4615.27,12.71,1021.74,0.0,True,False,
982,VLCC Spirit,Tanker,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-02-26 10:39:11.941368,2026-02-07 21:57:47.255412,6301.26,14.17,766.86,0.0,True,True,time_inversion
900,CAPE Spirit,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-20 04:02:20.046046,2026-02-01 11:23:50.487222,-4820.25,16.32,794.44,0.0,True,True,negative_values
914,MSC Star,Container,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-02-08 03:07:26.480593,2026-02-02 14:40:05.859527,3156.42,23.83,403.96,10712.66,False,True,time_inversion
179,VLCC Victory,Tanker,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-11 02:15:46.581735,2026-01-20 20:04:18.581735,3156.42,13.5,472.8,237263.89,False,False,
919,CAPE Explorer,Bulk,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-26 08:17:25.953504,2026-02-05 03:19:05.134442,3156.42,13.43,0.0,0.0,True,True,zero_consumption
627,VLCC Pacific,Tanker,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2025-12-27 18:55:31.783197,2026-01-06 23:25:10.869177,3156.42,12.91,413.63,0.0,True,False,
491,CAPE Star,Bulk,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2025-12-29 21:53:07.591375,2026-01-13 21:01:08.507406,5645.58,15.72,814.83,0.0,True,False,
280,VLCC Sea,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-21 23:15:52.823325,2026-02-09 20:21:39.532795,5645.58,12.46,1142.77,0.0,True,False,
467,CAPE Victory,Bulk,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2025-12-30 13:19:34.510911,2026-01-11 05:12:33.164641,4615.27,16.49,306.89,144349.96,False,False,
654,MSC Victory,Container,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-14 08:14:23.106785,2026-01-20 22:27:22.655657,3156.42,19.95,483.29,13711.79,False,False,
38,MSC Navigator,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-22 18:58:41.396256,2026-01-31 19:19:36.872019,4820.25,22.28,930.79,11980.44,False,False,
911,VLCC Victory,Tanker,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-02-05 20:43:44.171907,2026-01-15 11:35:49.253340,6301.26,12.28,913.37,0.0,True,True,time_inversion
125,MSC Horizon,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2025-12-16 17:07:59.709527,2025-12-25 12:49:34.571187,4820.25,22.77,608.25,10023.54,False,False,
429,MSC Explorer,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-30 17:41:54.846790,2026-02-08 23:06:56.362637,4820.25,21.77,1025.51,18745.34,False,False,
396,MSC Star,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-02 21:27:55.708249,2026-01-12 19:36:06.862672,4765.11,20.01,1031.57,0.0,True,False,
694,MSC Spirit,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-02-10 02:44:29.854598,2026-02-20 14:15:17.919993,4615.27,18.35,1033.85,18738.86,False,False,
188,VLCC Explorer,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2025-12-31 14:22:29.435043,2026-01-13 06:29:29.624317,4820.25,15.85,617.66,0.0,True,False,
443,VLCC Spirit,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-21 09:45:39.818945,2026-02-06 03:49:11.583651,4820.25,12.75,1086.59,0.0,True,False,
205,VLCC Pacific,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-14 19:37:58.594337,2026-01-29 16:56:53.277881,5645.58,15.8,986.87,186420.87,False,False,
366,VLCC Fortune,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-20 06:35:47.417486,2026-02-04 16:14:51.282517,4820.25,13.04,754.47,180525.21,False,False,
753,CAPE Glory,Bulk,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-09 22:19:18.495492,2026-01-24 03:26:08.251590,4615.27,13.53,819.66,143121.16,False,False,
89,MSC Star,Container,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2025-12-22 03:13:09.392709,2026-01-01 20:25:15.953073,5645.58,21.95,962.17,0.0,True,False,
1,CAPE Pride,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-24 01:05:03.523206,2026-02-06 21:30:55.247344,4820.25,14.5,938.87,129995.07,False,False,
777,MSC Ocean,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-02-14 05:09:36.010625,2026-02-23 12:14:44.437591,4765.11,21.36,857.43,13823.49,False,False,
197,CAPE Fortune,Bulk,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-18 16:46:41.419740,2026-02-04 11:44:08.445236,5689.76,14.12,1137.83,154210.36,False,False,
642,CAPE Glory,Bulk,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-18 21:08:47.883884,2026-02-02 19:40:10.681616,5689.76,15.87,838.94,0.0,True,False,
616,MSC Express,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-11 05:02:06.765064,2026-01-21 07:59:28.902161,4820.25,19.84,1075.2,0.0,True,False,
695,MSC Sea,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-02-01 22:46:55.490137,2026-02-11 20:11:35.119767,4615.27,19.44,593.11,4942.16,False,False,
784,CAPE Wave,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-16 05:05:07.526120,2026-01-31 06:09:10.222749,4820.25,13.35,525.47,109528.47,False,False,
352,CAPE Star,Bulk,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-17 20:27:37.357170,2026-02-02 00:12:33.235033,4765.11,13.1,485.41,127543.75,False,False,
303,MSC Navigator,Container,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-02-04 18:07:35.583089,2026-02-15 13:41:36.410675,5645.58,21.75,629.26,0.0,True,False,
720,MSC Fortune,Container,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2025-12-31 16:50:22.206104,2026-01-07 00:48:34.743417,3156.42,20.77,599.04,0.0,True,False,
111,MSC Fortune,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-07 05:32:16.642920,2026-02-15 18:49:46.898457,4820.25,23.48,733.87,0.0,True,False,
51,VLCC Express,Tanker,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-07 21:22:13.133534,2026-01-25 02:01:35.412512,6301.26,15.27,1255.79,31772.79,False,False,
465,CAPE Spirit,Bulk,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-18 02:07:44.121536,2026-01-30 22:09:05.569500,4765.11,15.47,755.58,0.0,True,False,
783,CAPE Wave,Bulk,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-28 16:13:06.641942,2026-02-06 20:47:34.566470,3156.42,14.31,409.27,0.0,True,False,
596,CAPE Spirit,Bulk,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-02-07 11:58:13.775067,2026-02-15 21:24:04.508953,3156.42,15.67,514.93,0.0,True,False,
913,MSC Explorer,Container,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-02 20:25:45.481164,2026-01-10 01:11:40.160967,3156.42,18.27,31.56,7429.03,False,True,impossible_consumption
232,CAPE Express,Bulk,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2025-12-27 19:53:51.597724,2026-01-12 19:18:16.826835,5689.76,14.84,1103.92,93370.57,False,False,
980,MSC Navigator,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-15 05:41:21.024783,2026-01-25 05:56:33.674445,4615.27,19.21,0.0,0.0,True,True,zero_consumption
461,MSC Glory,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2025-12-21 07:53:08.706435,2025-12-30 07:39:12.240797,4615.27,21.39,617.56,0.0,True,False,
376,VLCC Wave,Tanker,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2025-12-20 21:04:19.236879,2025-12-29 03:05:26.990957,3156.42,15.94,464.39,73778.22,False,False,
767,MSC Horizon,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-11 23:11:48.836855,2026-01-21 23:27:01.486517,4615.27,19.21,1171.89,0.0,True,False,
641,VLCC Horizon,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-13 03:17:39.922837,2026-02-26 17:25:39.760455,4820.25,14.78,682.38,139190.9,False,False,
760,MSC Atlantic,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-07 09:16:19.197842,2026-01-17 13:53:15.008930,4765.11,19.48,1027.92,0.0,True,False,
395,VLCC Sea,Tanker,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2025-12-16 16:53:39.391391,2025-12-26 02:30:50.413550,3156.42,13.99,562.57,0.0,True,False,
421,VLCC Explorer,Tanker,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-10 13:06:17.201012,2026-01-24 03:02:30.929826,4615.27,14.16,944.35,0.0,True,False,
721,CAPE Pride,Bulk,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2025-12-22 03:49:13.580295,2025-12-30 13:38:15.268275,3156.42,15.64,548.95,0.0,True,False,
122,CAPE Navigator,Bulk,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-18 01:00:55.892140,2026-02-02 01:44:07.565115,4765.11,13.21,735.13,0.0,True,False,
764,MSC Horizon,Container,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2025-12-28 21:26:00.907608,2026-01-04 18:25:55.262025,3156.42,19.13,514.77,15540.67,False,False,
215,MSC Atlantic,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-12 02:50:49.650217,2026-02-20 14:29:27.520939,4820.25,23.67,928.92,6957.57,False,False,
12,CAPE Explorer,Bulk,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-16 00:01:16.813528,2026-01-24 13:23:01.432916,3156.42,15.37,231.81,110954.36,False,False,
160,CAPE Pride,Bulk,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2025-12-29 21:25:21.920997,2026-01-13 05:02:12.754838,5645.58,16.43,634.32,0.0,True,False,
284,CAPE Navigator,Bulk,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-01 12:26:47.546052,2026-01-11 10:40:00.904543,3156.42,13.25,690.33,0.0,True,False,
98,CAPE Spirit,Bulk,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-17 10:14:03.764994,2026-01-31 13:06:17.018295,5645.58,16.66,588.18,0.0,True,False,
563,CAPE Spirit,Bulk,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-16 00:53:35.733686,2026-01-29 04:52:55.150132,4765.11,15.08,528.82,144819.15,False,False,
302,VLCC Fortune,Tanker,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-18 09:57:35.059242,2026-01-31 23:40:00.719087,4615.27,14.17,1022.23,0.0,True,False,
617,VLCC Ocean,Tanker,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-30 10:27:24.303923,2026-02-08 17:22:03.964940,3156.42,14.16,423.21,0.0,True,False,
575,CAPE Pacific,Bulk,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-01 21:13:42.142872,2026-01-09 15:26:52.231368,3156.42,16.95,530.96,18755.82,False,False,
700,MSC Express,Container,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-18 08:28:46.371236,2026-01-31 02:57:39.834271,6301.26,20.56,755.35,17185.67,False,False,
371,MSC Sea,Container,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-17 23:40:50.152929,2026-01-29 07:10:10.601012,6301.26,23.21,951.57,0.0,True,False,
844,VLCC Express,Tanker,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-02-05 18:51:06.275546,2026-02-15 02:14:09.715036,3156.42,14.13,352.74,207454.28,False,False,
904,MSC Express,Container,Tokyo,139.8394,35.6528,Los Angeles,-118.2725,33.7405,2026-01-25 04:09:38.365774,2026-02-03 18:48:17.630053,4765.11,20.66,888.91,0.0,True,True,lat_lon_swap
657,CAPE Pacific,Bulk,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2025-12-21 02:59:16.970605,2026-01-04 15:34:24.221360,4615.27,13.24,730.63,0.0,True,False,
931,VLCC Horizon,Tanker,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-22 19:38:33.155015,2026-01-03 09:16:07.581245,5689.76,12.2,833.26,45178.8,False,True,time_inversion
67,VLCC Horizon,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2025-12-30 10:08:20.205062,2026-01-17 03:15:28.518315,5645.58,13.28,696.59,0.0,True,False,
970,CAPE Explorer,Bulk,Dubai,55.2962,25.2769,Singapore,103.854,1.2644,2026-02-09 14:16:41.630924,2026-02-18 06:20:53.180034,3156.42,15.17,513.98,0.0,True,True,lat_lon_swap
499,MSC Fortune,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-13 17:21:05.533620,2026-01-22 06:49:58.004513,4765.11,23.19,711.69,0.0,True,False,
544,CAPE Sea,Bulk,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2025-12-18 05:17:11.957779,2025-12-31 17:26:37.672065,4765.11,14.7,547.92,0.0,True,False,
898,CAPE Fortune,Bulk,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-17 12:36:07.664885,2025-12-30 21:53:09.358793,5689.76,13.46,514.72,0.0,True,True,time_inversion
974,CAPE Fortune,Bulk,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-02-09 05:49:40.517610,2026-02-25 22:47:32.676701,5645.58,14.08,56.46,103329.45,False,True,impossible_consumption
415,MSC Horizon,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2025-12-28 15:03:24.571254,2026-01-06 20:24:45.722333,4615.27,20.85,1017.71,16512.79,False,False,
351,VLCC Star,Tanker,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-02-13 13:09:54.978436,2026-02-28 17:28:13.143574,4765.11,13.08,944.16,134227.21,False,False,
801,MSC Explorer,Container,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-02 15:35:52.289338,2026-01-16 12:07:05.429180,6301.26,18.95,1284.58,5165.67,False,False,
174,MSC Ocean,Container,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-02-01 18:09:42.095523,2026-02-12 04:17:53.367122,5645.58,22.57,972.15,0.0,True,False,
134,CAPE Glory,Bulk,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-02-11 11:55:00.924425,2026-02-26 05:56:13.138392,4765.11,13.46,399.31,0.0,True,False,
668,VLCC Atlantic,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2025-12-30 05:17:57.118545,2026-01-17 05:54:38.497855,5645.58,13.05,865.35,52348.9,False,False,
59,CAPE Ocean,Bulk,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2025-12-26 11:36:33.527662,2026-01-04 00:02:26.377403,3156.42,15.44,405.63,0.0,True,False,
246,MSC Wave,Container,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-28 15:37:33.295292,2026-02-10 08:57:26.805297,5645.58,18.49,1414.07,0.0,True,False,
552,VLCC Horizon,Tanker,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-23 07:32:19.578796,2026-02-07 11:20:03.005906,5689.76,15.64,590.93,90573.55,False,False,
411,CAPE Victory,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-02-03 18:50:22.240158,2026-02-20 09:08:57.284406,6301.26,15.82,1105.91,45628.03,False,False,
292,VLCC Pride,Tanker,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-31 22:43:17.052134,2026-02-09 17:42:43.362294,3156.42,14.96,516.26,0.0,True,False,
385,MSC Explorer,Container,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-09 19:45:58.606507,2026-01-16 05:39:46.495342,3156.42,20.51,492.6,11302.68,False,False,
307,VLCC Horizon,Tanker,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-04 04:12:06.286038,2026-01-17 06:43:49.652375,4765.11,15.15,492.55,109489.13,False,False,
815,VLCC Glory,Tanker,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-19 23:41:53.976050,2026-02-03 20:52:15.444977,5689.76,15.93,637.35,196814.52,False,False,
212,VLCC Spirit,Tanker,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-02-01 17:22:17.000501,2026-02-11 18:30:12.783541,3156.42,13.09,329.74,250504.21,False,False,
639,MSC Sea,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-17 17:27:51.302763,2026-01-27 23:12:54.551860,4765.11,19.39,792.17,12511.62,False,False,
447,CAPE Sea,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-28 20:03:51.215255,2026-02-15 20:14:57.881922,6301.26,14.58,1064.63,124491.15,False,False,
585,CAPE Wave,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-02-07 13:51:31.057870,2026-02-23 15:15:24.452365,6301.26,16.35,1084.06,122536.95,False,False,
